Timestamp,Logo,Website Address,,Source Name,Datasets_Available,Short Site Description,Category(s)- all that apply,Keywords (optional),Link to Data Use Agreement,Link to Dataset Source Page,Type of Datasets,Geography,Time,Price,Formats,General Category,Sub Category,Logo Link,Other - add any notes,Form Filler
6/27/2024 15:02:06,https://drive.google.com/open?id=1h55epyVDOO1ZqNB4oTwMFzW2FZk0dkJh,https://www.naturalearthdata.com/,,Natural Earth,12,"Natural Earth is a public domain map dataset available at 1:10m, 1:50m, and 1:110 million scales. Featuring tightly integrated vector and raster data, with Natural Earth you can make a variety of visually pleasing, well-crafted maps with cartography or GIS software.","Geospatial, Ocean - coastline, Earth science","GIS, Mapping, Earth, Physical data, Cultural data.",https://www.naturalearthdata.com/about/terms-of-use/,https://www.naturalearthdata.com/features/,Fixed (typical),Global,Both - most common,Free,"Shapefile, GeoPackage, GeoTIFF",Service Provider,GIS (Geographic Information System),https://www.naturalearthdata.com/,,Caitlin
6/27/2024 15:19:15,https://drive.google.com/open?id=1t33xdRmgOejz97ly3dpKE5MajCJrmzPV,https://www.esa.int/,,European Space Agency,331,The European Space Agency (ESA) is Europe’s gateway to space. Its mission is to shape the development of Europe’s space capability and ensure that investment in space continues to deliver benefits to the citizens of Europe and the world.,"Climate, Geospatial, Ocean - coastline, Agriculture, Atmosphere, Biosphere, Cryosphere, Earth science","Land surface, Solid earth, Space weather, Sun-Earth interaction.",https://creativecommons.org/licenses/by-sa/3.0/igo/,https://earth.esa.int/eogateway/search?category=data,Fixed (typical),"Global, Europe",Both - most common,Free,"CSV, XML, NetCDF, HDF, Shapefile",intergovernmental Organization,GIS (Geographic Information System),https://www.esa.int/,,Caitlin
6/27/2024 15:48:58,https://drive.google.com/open?id=1t3IIx8U4lDpyjuSifobHivRLE9VGoKDP,https://earthengine.google.com/,,Google Earth Engine,2200,"A planetary-scale platform for Earth science data & analysis.

Earth Engine's public data archive includes more than forty years of historical imagery and scientific datasets, updated and expanded daily.","Climate, Environmental, Geospatial, Water, Earth science, Ecosystems and Biodiversity","Earth Engine Data,  satellite imagery, climate data, land cover, GIS, Natural Hazards",https://explorer.earthengine.google.com/terms,https://developers.google.com/earth-engine/datasets/catalog,Fixed (typical),Global,Both - most common,Free,"CSV, JSON, XML, NetCDF, Shapefile, HDF, JPEG, PNG",Service Provider,GIS (Geographic Information System),https://earthengine.google.com/,,Caitlin
6/27/2024 16:09:37,https://drive.google.com/open?id=1pBGVMPAK0nAJr1kBLBaGFz6K50z3aQuk,https://www.geonames.org/,,GeoNames,50,The GeoNames geographical database covers all countries and contains over eleven million placenames that are available for download free of charge.,"Geospatial, Geographical Features, Infrastructure, Demographic Information","Time Zones, Landmarks and Points of Interest, Natural and Protected Areas, Elevation.",https://creativecommons.org/licenses/by/4.0/,https://www.geonames.org/datasources/,Custom Built,Global,Both - most common,Free,"CSV, RDF, SQL, Text, XML",Service Provider,"Geospatial, Geographic Information System",https://www.geonames.org/,"The number of datasets is unknown, but GeoNames database contains over 25,000,000 geographical names.",Caitlin
6/27/2024 16:20:23,https://drive.google.com/open?id=12oEekkGMb_5AmcZI5mtxkgM39S2S1Ow-,https://www.worldclim.org/,,WorldClim,30,WorldClim is a database of high spatial resolution global weather and climate data. These data can be used for mapping and spatial modeling.,"Climate, Geospatial, Weather","climate, weather",https://www.worldclim.org/about.html,https://www.worldclim.org/data/index.html,Fixed (typical),Global,Both - most common,Free,"GeoTIFF, ASCII Grid",Database,Climate,https://www.worldclim.org/,,Caitlin
6/27/2024 16:30:44,https://drive.google.com/open?id=1bHA8Jf45UqwdGETIQyDjC0ticUxmjNiP,https://gadm.org/,,Global Administrative Areas (GADM),30,GADM provides maps and spatial data for all countries and their sub-divisions. ,"Geospatial, demographics",country data,https://gadm.org/license.html,https://gadm.org/data.html,Fixed (typical),Global,Both - most common,Free,"JSON, XML, Shapefile",Service Provider,Geospatial,https://gadm.org/,,Caitlin
6/27/2024 17:21:28,https://drive.google.com/open?id=1kMC-9mR9EpcLi1UMbdYQfYo_oYoaRgJB,https://www.gbif.org/,,Global Biodiversity Information Facility (GBIF),"106,245","GBIF—the Global Biodiversity Information Facility—is an international network and data infrastructure funded by the world's governments and aimed at providing anyone, anywhere, open access to data about all types of life on Earth.","Geospatial, biodiversity, earth science","biodiversity, earth science",https://creativecommons.org/licenses/by/4.0/legalcode,https://www.gbif.org/dataset/search,Fixed (typical),Global,Both - most common,Free,"CSV, JSON, SQL, XML, Darwin Core Archive (DwC-A)",Service Provider,biodiversity,https://www.gbif.org/,,Caitlin
6/27/2024 17:34:43,https://drive.google.com/open?id=1dYUhnrZS42OI9DrrzrytkBCsY5OscK0m,https://www.eea.europa.eu/en,,European Environment Agency (EEA),200,"The EEA’s knowledge work relies on high-quality data. Through our network and other institutional partners across 38 European countries, we collect, quality-assure and quality-check data on a wide set of topics and legislation related to the environment, climate and sustainability. This datahub allows you to explore and download these data.","Climate, Energy, Environmental, Geospatial, Water, Transportation, biodiversity, earth science"," air quality, water quality, and biodiversity",https://creativecommons.org/licenses/by/4.0/,https://www.eea.europa.eu/en/datahub?size=n_10_n&filters%5B0%5D%5Bfield%5D=issued.date&filters%5B0%5D%5Btype%5D=any&filters%5B0%5D%5Bvalues%5D%5B0%5D=All%20time,Fixed (typical),Europe,Both - most common,Free,"CSV, Excel XLS, JSON, SQL, Text, XML, SHP, Postgis, Geopackage, GeoTIFF",environment,geospatial,https://www.eea.europa.eu/en,,Caitlin
6/27/2024 18:05:02,https://drive.google.com/open?id=1uc8diLzH1gklJPwzyHuwVorYDua-Dg0o,https://www.oldmapsonline.org/en,,Old Maps Online,100,"Old Maps Online is an online portal that offers access to a vast collection of over 400,000 historical maps sourced from libraries, archives, and museums worldwide. Users can explore and discover historical maps dating back several centuries, covering a diverse range of geographic locations and themes. The platform provides a valuable resource for researchers, educators, and enthusiasts interested in studying historical geography, cartography, and the evolution of landscapes over time.","Geospatial, Cartography","Map, Cartography",,https://www.oldmapsonline.org/en,Unknown,Global,Both - most common,Free,"PDF, JPEG, PNG, TIFF",Geospatial,Cartography,https://www.oldmapsonline.org/en,,Caitlin
6/27/2024 18:17:27,https://drive.google.com/open?id=1BYp1Tsl3B8j2PTkXoeg1bkTywOdnS5mR,https://www.davidrumsey.com/home/the-collection,,David Rumsey Map Collection,"132,169","The David Rumsey Map Collection was started over 35 years ago and contains more than 200,000 maps. The collection focuses on rare 16th through 21st century maps of North and South America, as well as maps of the World, Asia, Africa, Europe, and Oceania. The collection includes atlases, globes, wall maps, school geographies, pocket maps, books of exploration, maritime charts, and a variety of cartographic materials including pocket, wall, children's, and manuscript maps. Items range in date from around 1550 to the present.","Geospatial, Cartography","Historical maps, Cartography",https://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.davidrumsey.com/luna/servlet/view/all?res=1&sort=Pub_List_No_InitialSort,Fixed (typical),"Global, North America, South America",Both - most common,Free,"PDF, JPEG, TIFF, PNG",Geospatial,Cartography,https://www.davidrumsey.com/home/the-collection,,Caitlin
6/27/2024 20:49:10,https://drive.google.com/open?id=1-pcbecjIoH9e5SZ8UZE7o3QBl3sDiFk3,https://setfive.com/,,Setfive,10,"Setfive Consulting LLC, based in Cambridge, MA, is a leading software agency specializing in the development of B2B SaaS, data, and AI products. We are dedicated to helping our clients achieve their business goals through innovative and efficient technology solutions. To further support our clients, Setfive Consulting has launched a range of data feeds designed to accelerate the development of data-driven tools and applications. These data feeds are meticulously created and maintained by our team, utilizing our extensive technological expertise and industry experience. Our commitment to excellence ensures that our data feeds are reliable, up-to-date, and tailored to meet the unique needs of our clients. Partner with Setfive Consulting to leverage our cutting-edge data solutions and drive your business forward.","Financial, Technology, Commerce, Market Analysis","B2B SaaS, data, AI, data driven tools and applications, development, trend identification, competitive analysis, market penetration, price sensitivity analysis",,https://setfive.com/services,Unknown,USA,Current Data,Subscription,,Financial,Commerce,,trial available,Karina
6/27/2024 21:03:15,https://drive.google.com/open?id=1eUHC99M5O21x8ZmxqD2dOX-gEPt-lPBF,https://www.informatica.com/,,Informatica LLC,10,"Informatica (NYSE: INFA), an enterprise cloud data management leader, brings data and AI to life by empowering businesses to realize the transformative power of their most critical assets. We have created a new category of software, the Informatica Intelligent Data Management Cloud™ (IDMC), powered by AI and an end-to-end data management platform that connects, manages, and unifies data across virtually any multi-cloud, hybrid system, democratizing data and enabling enterprises to modernize their business strategies. Customers in over 100 countries and 85 of the Fortune 100 rely on Informatica to drive data-led digital transformation. Informatica. Where data and AI come to life. ",Data Management and Inegration,"integration, connection, maximize performance, EDI, CDC, schema, schema drift, data ingestion and replication, ",,https://www.informatica.com/products/data-catalog.html,Unknown,Global,Both - most common,,,Service Provider,Connectors,,price— by request,Karina
6/28/2024 1:22:01,https://drive.google.com/open?id=10-XqvnNYCT9piUf8gtjXrlBMVd2UOAjf,https://diesellabs.com/,,Diesel Labs,10,"Diesel Labs delivers curated data and analytics to the modern, AI-infused media & marketing landscape. Diesel’s proprietary technology stack leverages machine learning and emerging AI techniques to produce and contextualize content and topic intelligence. Data from across all the major social and video platforms (including Facebook, YouTube, X / Twitter, Instagram, Wikipedia and others) has been curated, organized and analyzed. With both data and SaaS product solutions, we provide our customers with the most comprehensive understanding of the cultural zeitgeist and consumer trends.","Consumer, Financial, Government - Federal, Government - State, Government - city/county, Media and Entertainment, News, Public Data, Pubic Sector, Social Media","Content intelligence, AI, Real World Data (RWD), Quantitative Analysis, curation, cross platform engagements, data analytics, media, marketing, ML, trends",,https://diesellabs.com/solutions/,"Subscription Service, Custom Built",Global,Both - most common,Subscription,API,Service Provider,Data Curation and Analytics,,can get demo,Karina
6/28/2024 16:23:39,https://drive.google.com/open?id=1M48LFx5tfz2NaKyT9IuzbJX4lka7VzSZ,https://www.latlong.net/,,Latitude and Longitude Finder,10,"Latlong.net is an online geographic tool that can be used to lookup latitude and longitude of a place, and get its coordinates on map. You can search for a place using a city's or town's name, as well as the name of special places, and the correct lat long coordinates will be shown at the bottom of the latitude longitude finder form. At that, the place you found will be displayed with the point marker centered on map. Also the gps coordinates will be displayed below the map.","Geospatial, Technology",Latitude and Longitude,https://www.latlong.net/privacy.php,https://www.latlong.net/,Custom Built,Global,Current Data,Free,Degrees and Decimal Minutes (DMM),Geospatial,Latitude and Longitude,https://www.latlong.net/,,Caitlin
6/28/2024 16:40:42,https://drive.google.com/open?id=1YB6y5pz-xEvWY0osUi7QIWVnQFMl5SDT,https://www.geocod.io/,, Geocodio,1000,"Geocodio is a geocoding service that specializes in converting addresses into geographic coordinates (latitude and longitude) and vice versa for the United States and Canada. It offers additional data append services, including Census data, time zones, Congressional districts, and more. Geocodio supports bulk processing via spreadsheet uploads and an API, making it suitable for various applications such as data analytics, real estate, and academic research.","Geospatial, Technology",Geocoding,https://www.geocod.io/data-sources/,https://www.geocod.io/upload/,Subscription Service,"United States, Canada",Current Data,"Free, Fixed Price, Subscription","CSV, Excel XLS, JSON",Geospatial,Geocoding,https://www.geocod.io/,Geocodio offers a mix of free and paid services,Caitlin
6/28/2024 16:52:56,https://drive.google.com/open?id=1iWqM3857gm2V5-56_BC_ehwETxYvtrNJ,https://www.mapbox.com/,,Mapbox Geocoding API,10,"Mapbox is a global team of builders. We are developers and geographers, data scientists and drivers, designers and AI visionaries. Together, we are reimagining how location technologies move the world.",Geospatial,geocoding,https://www.mapbox.com/legal/tos,https://www.mapbox.com/geocoding,Subscription Service,Global,Current Data,"Fixed Price, Subscription",API,Geospatial,Geocoding,https://www.mapbox.com/,The Geocoding API has 7 day trial and paid,Caitlin
6/28/2024 17:07:15,https://drive.google.com/open?id=1Fpa5i-eZsRDOPT0nq_g3lhJGc9G8E-K2,https://grass.osgeo.org/,,Geographic Resources Analysis Support System (GRASS GIS),10,"GRASS GIS offers powerful raster, vector, and geospatial processing engines in a single integrated software suite. It includes tools for terrain and ecosystem modeling, hydrology, visualization of raster and vector data, management and analysis of geospatial data, and the processing of satellite and aerial imagery. It comes with a temporal framework for advanced time series processing and a Python API for rapid geospatial programming. GRASS GIS has been optimized for performance and large geospatial data analysis.","Geospatial, Technology","
GIS (Geographic Information System)",https://www.gnu.org/licenses/#GPL,https://grass.osgeo.org/download/data/,Fixed (typical),"Global, North Carolina ",Current Data,Free,"CSV, JSON, SQL, XML, ZIP",Geospatial,GIS (Geographic Information System),https://grass.osgeo.org/,,Caitlin
6/28/2024 17:37:36,https://drive.google.com/open?id=1gzeW7qb_dzFIyNqKTFb_hWKMHR3CrN3t,https://www.gsc-europa.eu/,,European GNSS Service Centre (GSC),10,"Galileo is Europe’s Global Satellite Navigation System (GNSS), providing improved positioning and timing information with significant positive implications for many European services and users. ","Geospatial, Technology",European GPS Data,,https://www.gsc-europa.eu/galileo/services,Fixed (typical),Europe,Current Data,Free,"RINEX (Receiver Independent Exchange Format), SP3 (Standard Product 3), IGS (International GNSS Service)",Geospatial, Global Positioning System,https://www.gsc-europa.eu/,,Caitlin
6/29/2024 12:31:55,https://drive.google.com/open?id=1_6GRLsWWX_bpdzMze4j3KgnCS8LEL99d,https://www.gfk.com/home,,GfK,200,"Empowering brands and their leaders to be their best with trusted market intelligence, technological innovation, science, and human ingenuity.","Advertising, Consumer, Financial, Media and Entertainment, Retail and CPG",,,,"Subscription Service, Custom Built",Global,Both - most common,Subscription,"API, CSV, Excel XLS, JSON, SQL",Service Provider,Consumer insights,https://www.gfk.com/hubfs/GfK_NIQ.svg,,Sedonna
6/29/2024 12:41:21,https://drive.google.com/open?id=1dVTJrKz2yOzo6qTRezzopfBglAkOOZg2,https://www.ons.gov.uk/,,Office for National Statistics (ONS),1000,"Our main responsibilities are collecting, analysing and disseminating statistics about the UK's economy, society and population.","Census Data, Consumer, Government - Federal, Government - State","Business, Industry, Trade, Economy, Labor Market  Employment, Population",https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,https://www.ons.gov.uk/,Fixed (typical),Europe,Both - most common,Free,"API, CSV, Excel XLS, PDF, Text, XML",Government,National Statististics ,https://cdn.ons.gov.uk/assets/images/ons-logo/v2/ons-logo.svg,,Sedonna
6/29/2024 13:01:52,https://drive.google.com/open?id=17oOHVMqmf2rrF0F243Or0fzipq5AfMjQ,https://www.mintel.com/,,Mintel,200,"Game-changing Market Intelligence.
Make better business decisions","Consumer, Food Supply, Healthcare, Retail and CPG",,,,Subscription Service,Global,Both - most common,Subscription,"CSV, Excel XLS, PDF, Text",Service Provider,Market Research,https://www.mintel.com/app/uploads/2024/05/Mintel_Generic_Hero.jpg,,Sedonna
6/29/2024 13:03:54,https://drive.google.com/open?id=1FtI_w7rWqkDHiLZIVtXjJ1DLPEuC3QCk,https://www.ipsos.com/en-us,,IPSOS,200,"At Ipsos we believe our clients need more than a data supplier, they need a partner who can produce accurate and relevant information and turn it into actionable truth.","Advertising, Consumer, Financial, Media and Entertainment, Retail and CPG",,,,"Subscription Service, Custom Built",Global,Both - most common,Subscription,"API, CSV, Excel XLS, PDF, JSON, Text",Service Provider,Market Research,,,Sedonna
6/29/2024 13:07:09,https://drive.google.com/open?id=1RxI45aUY1tOtvDj-YeBNxBCXLiO7UoeJ,https://www.emarketer.com/,,EMARKETER ,200,"EMARKETER’s data-centric forecasts and rigorous analysis empower your strategic decisions. We are the go-to resource for marketing, advertising, and commerce insights that maximize and optimize revenue-driving teams across your organization.","Advertising, Consumer, Media and Entertainment, Retail and CPG",,,,Subscription Service,Global,Both - most common,Subscription,"CSV, Excel XLS, PDF, Text",Research,Marketing,,,Sedonna
6/29/2024 13:09:50,https://drive.google.com/open?id=1epEttlc9EQ22ykO0aDiRlSi6AnmxLDMf,https://www.mckinsey.com/,,McKinsey & Company ,200,"We partner with bold leaders every step of the way. Pinpointing the strategy that will reshape tomorrow. Harnessing innovation to reach net zero. Transforming through technology. Developing skills and capabilities across their organization.

Together we’re accelerating toward a more sustainable, inclusive, and growing future for all.","Consumer, Financial, Healthcare, Retail and CPG",,,,Custom Built,Global,Both - most common,Subscription,"CSV, Excel XLS, PDF, Text",Service Provider,Management Consulting ,,,Sedonna
6/29/2024 13:13:58,https://drive.google.com/open?id=1ijFb8Gw8UulWyIdKKIIxN5E-ZR3HVQrb,https://www.gallup.com/home.aspx,,Gallup ,200,We are a global analytics and advisory firm. Grounded in our public opinion survey research expertise. Powered by our ability to ask the right questions.,"Consumer, Media and Entertainment, Pubic Sector, Retail and CPG",,,,Custom Built,Global,Both - most common,,"CSV, Excel XLS, PDF, Text",Research,Social Science Research,,,Sedonna
6/30/2024 11:46:10,https://drive.google.com/open?id=1iflTjWoxSmFwpSeamNBvnxS6jcHmFoLf,https://nrf.com/,,National Retail Federation (NRF),200,"The National Retail Federation has represented retail for over a century. Every day, we passionately stand up for the people, policies and ideas that help retail thrive.","Consumer, Retail and CPG",,,,"Fixed (typical), Subscription Service",North America,Both - most common,"Free, Subscription",CSV,Service Provider,Retail ,https://nrf.com/themes/custom/nrf_d8/svg/nrf-logo.svg,,Sedonna
6/30/2024 11:53:00,https://drive.google.com/open?id=1ebzrmbgg8QNqT3-OtDc-6WmYJU1OzNdK,https://www.researchandmarkets.com/,,Research and Markets ,"50,000","As a trusted source of market data & statistics, Research and Markets is regularly featured in some of the world's most trusted business news publications read by millions around the world.","Consumer, Energy, Financial, Food Supply, Government - Federal, Healthcare, Pubic Sector, Retail and CPG, Transportation","Automotive, Business, Chemicals, Consumer, Natural Resources, Food, Government, Healthcare, Pharmaceuticals ",,https://www.researchandmarkets.com/market-research-store,"Subscription Service, Custom Built",Global,Both - most common,Subscription,"CSV, Excel XLS, PDF, Text",Research,Market Research,https://www.researchandmarkets.com/images/logo.svg,,Sedonna
6/30/2024 12:31:28,https://drive.google.com/open?id=1BtkjlyJYXpCTrxHTVMLzrkuedyW0niXQ,https://www.commerce.gov/,,U.S. Department of Commerce,12000,The mission of the Department is to create the conditions for economic growth and opportunity for all communities,"Census Data, Consumer, Environmental, Government - Federal, Retail and CPG, Technology","Population, Environmental, Economic",,https://data.commerce.gov/,Fixed (typical),North America,Both - most common,Free,"API, CSV, Excel XLS, PDF, JSON, Text",Government,Commerce,https://www.commerce.gov/themes/custom/commerce/assets/img/doc_logo.png,,Sedonna
6/30/2024 12:36:16,https://drive.google.com/open?id=1NbefVsAXYLIyPx4rE8OUPRKXG-DQo7FL,https://www.oecd.org/unitedstates/,,OECD,2000,"Together with governments, policy makers and citizens, we work on establishing evidence-based international standards and finding solutions to a range of social, economic and environmental challenges.","Consumer, Financial, Government - Federal, Retail and CPG",,https://www.oecdbetterlifeindex.org/legal/terms-conditions/,https://www.oecd.org/unitedstates/,Fixed (typical),"Global, North America",Both - most common,Free,"API, CSV, Excel XLS, JSON, XML",Government,,,,Sedonna
7/1/2024 10:31:44,https://drive.google.com/open?id=1Nkl8EV3bTs0JCu6oIL2pQD74aQVmKt1P,https://www.trimble.com/en,,Trimble GPS Data,25,"Trimble GPS Data offers advanced geospatial solutions that integrate GNSS, total stations, level, scanning, and drone data within a unified software environment. These tools are designed to handle large datasets efficiently, enhancing the accuracy and productivity of geospatial and construction professionals. Trimble's solutions include comprehensive features for data collection, processing, and analysis, supporting a wide range of applications in surveying, mapping, and infrastructure management.","Energy, Environmental, Geospatial, Transportation, Utilities and Infrastructure, Construction, Surveying and Mapping","GPS Data,mapping, surveying",https://www.trimble.com/en/legal/terms-and-conditions/terms-of-use,https://geospatial.trimble.com/en/datasets,Custom Built,Global,Both - most common,Free,"CSV, JSON, XML, Shapefiles (.shp), GeoTIFF, LAS, DXF, RINEX",Service Provider,Geospatial,https://www.trimble.com/en,,Caitlin
7/1/2024 10:56:38,https://drive.google.com/open?id=1JyLg816GPQ8nR6SJV82bQSvsAGDuuFTD,https://scihub.copernicus.eu/,,Copernicus Open Access Hub,25,"Copernicus Data Space, an  open ecosystem that provides free instant access to a wide range of data and service from the Copernicus Sentinel missions and more on our planet's land, oceans and atmosphere.","Geospatial, Earth science",Sentinel satellite data,https://scihub.copernicus.eu/twiki/do/view/SciHubWebPortal/TermsConditions,https://dataspace.copernicus.eu/explore-data/data-collections,Fixed (typical),Europe,Both - most common,Free,"SAFE (Standard Archive Format for Europe), NetCDF, GeoTIFF, HDF5",Service Provider,Geospatial,https://scihub.copernicus.eu/,,Caitlin
7/1/2024 11:30:40,https://drive.google.com/open?id=1E-9oyrJre6qMDEnXU_zdOE5vSjfPtSaV,https://modis.gsfc.nasa.gov/,,MODIS Land Products,24,"MODIS (Moderate Resolution Imaging Spectroradiometer) Land Products provide global datasets derived from satellite imagery, offering valuable information on land surface characteristics, vegetation dynamics, and land cover changes. These products are widely used in environmental monitoring, agriculture, and climate studies.","Geospatial, Government - Federal"," satellite data products for land surface, NASA",https://www.nasa.gov/privacy/,https://modis.gsfc.nasa.gov/data/,Fixed (typical),"Global, United States",Both - most common,Free,HDF-EOS,Government,Geospatial,https://modis.gsfc.nasa.gov/,,Caitlin
7/1/2024 11:50:52,https://drive.google.com/open?id=1Lu-_EC2AHxEjMFdynvlop0jRmCyyPt0t,https://opentopography.org/,,OpenTopography,3685,"OpenTopography is a collaborative initiative providing access to high-resolution topographic data and tools for research and education in Earth sciences. It offers a user-friendly platform to discover, access, and process a wide range of geospatial datasets, including LiDAR point clouds and digital elevation models (DEMs), supporting diverse applications in geology, hydrology, natural hazards, and beyond.","Geospatial, Topography, Earth science","Topography data, DEMs and LiDAR data",https://creativecommons.org/licenses/by/4.0/deed.en,https://portal.opentopography.org/datasets,Fixed (typical),Global,Both - most common,Free,LAS (LiDAR LASer),Service Provider,Topography,https://opentopography.org/,,Caitlin
7/1/2024 12:02:18,https://drive.google.com/open?id=1Nx8bI02mnGAiRyuo51MzcR1pRUrAEK_2,https://ldas.gsfc.nasa.gov/,,Land Data Assimilation System,20,"Land Data Assimilation Systems (LDAS) aim to produce high quality fields of land surface states (e.g., soil moisture, temperature) and fluxes (e.g., evapotranspiration, runoff) by integrating satellite- and ground-based observational data products, using advanced land surface modeling and data assimilation techniques.","Geospatial, Government - Federal, Earth Science","land surface states, fluxes, satellite and ground-based observational data, NASA",,https://ldas.gsfc.nasa.gov/data,Fixed (typical),"Global, United States",Both - most common,Free,"NetCDF, HDF",Government,"Geospatial, Land",https://ldas.gsfc.nasa.gov/,I can't find the data license on web.,Caitlin
7/1/2024 14:34:01,https://drive.google.com/open?id=1wbo91fYntcRguDY65gjmnTW7Hl2-9y3x,https://www.satcen.europa.eu/,,European Union Satellite Centre (SATCEN),20,"In a context of information overload and distortion, SatCen provides fast and reliable analysis of satellite data in order to face current security challenges.","Geospatial, Technology, Security policy","Geospatial Intelligence, satellite imagery analysis, European geospatial operation",https://www.satcen.europa.eu/legal/privacy,https://www.satcen.europa.eu/what-we-do/geospatial_intelligence,Unknown,Europe,Both - most common,Free,"XML, Shapefile, JPEG/JPEG2000, GeoTIFF",Service Provider,Geospatial Intelligence,https://www.satcen.europa.eu/,,Caitlin
7/1/2024 14:48:28,https://drive.google.com/open?id=1M-7xs4EuLb_cO5V7YzHCWaAd9w1q4U4P,https://www.airbus.com/en,,Airbus Defence and Space,12,"Airbus Intelligence operates the most comprehensive constellation of optical and radar Earth observation satellites commercially available today. The precision, accuracy and resolution of our data allows us to process a comprehensive portfolio of high-quality Elevation Models, Basemaps, and Reference Layers to provide you with geospatial information that perfectly matches your needs.","Geospatial, Technology, Earth Science","Airbus, mapping, satellite imagery and geospatial data for defense, security, and intelligence ",https://www.airbus.com/en/terms-of-use,https://intelligence.airbus.com/imagery/,Subscription Service,Global,Both - most common,"Fixed Price, Subscription","XML, NetCDF, Shapefile, GeoTIFF, JPEG/JPEG2000",Service Provider, Geospatial Intelligence ,https://www.airbus.com/en,,Caitlin
7/1/2024 15:12:58,https://drive.google.com/open?id=1BlXLWt7RWnX0N-zxmiZe3nY6w40rzckW,https://trends.google.com/trends/,,Google Trends ,1000,Our mission is to organize the world’s information and make it universally accessible and useful.,"Consumer, Media and Entertainment, Retail and CPG, Technology",,https://policies.google.com/terms?hl=en-US,https://trends.google.com/trends?geo=US&hl=en-US,Fixed (typical),North America,Current Data,Free,CSV,Service Provider,Market Trends,,,Sedonna
7/1/2024 15:22:33,https://drive.google.com/open?id=17RIjw40c78ntfawdQzbkpg-1_TCys8mT,https://explodingtopics.com/,,Exploding Topics ,200,We help companies find exploding trends before they take off,"Consumer, News, Technology","Beuty, Design, Eco, Education, Fashion, Finance, Health",https://explodingtopics.com/terms,https://explodingtopics.com/,Fixed (typical),Global,Both - most common,"Free, Subscription","API, CSV, Excel XLS, PDF, JSON, Text",Service Provider,Market Trends ,,,Sedonna
7/1/2024 16:02:45,https://drive.google.com/open?id=1UFQhA49wOZ5EIPKpT3MkuAcb9X8wXqjV,https://treendly.com/,,Treendly,100,"Treendly scours the web, analyze thousands of data points and finds proven topics before they take off. Before it's too late for you to act on.","Consumer, Media and Entertainment, Private Business, Retail and CPG, Technology",,,,Subscription Service,Global,Both - most common,Subscription,"API, CSV, Excel XLS, PDF, JSON, Text",Service Provider,Market Trends,https://treendly.com/assets/images/logos/logo-w.png,,Sedonna
7/1/2024 16:05:30,https://drive.google.com/open?id=1Yt1rqRcUvh2VTaOo3on6ggWrnC-ACNxI,https://www.maxar.com/,,DigitalGlobe (Maxar),125,"Our Services team—including highly cleared engineers, analysts and software developers—enable customer mission success by leveraging cutting-edge, cloud-native capabilities to support the collection, processing and analysis of geospatial data to deliver sophisticated solutions.","Geospatial, Technology,  Spatial Resolution"," Spatial Resolution, Space and satellite imagery ",https://www.maxar.com/legal,https://resources.maxar.com/data-sheets,Fixed (typical),Global,Both - most common,"Fixed Price, Subscription","PDF, XML, HDF, Shapefile, GeoTIFF",Service Provider, Spatial Resolution,https://www.maxar.com/,,Caitlin
7/1/2024 16:06:00,https://drive.google.com/open?id=19wW0wnjbYMnrjw915Acqj8ycr8-2iUoM,https://www.trendhunter.com/,,Trend Hunter ,1000,"Trend Hunter AI is the world's largest, most popular trend community. We leverage big data, human researchers and AI to identify consumer insights and deep dive opportunities for the world's most innovative companies, with our research and workshops helping over 1,100 brands, billionaires, and CEOs to date.","Consumer, Media and Entertainment, Private Business, Retail and CPG, Technology",,,,"Subscription Service, Custom Built",Global,Both - most common,Subscription,"CSV, Excel XLS, PDF, Text",Service Provider,Market Trends,https://cdn.trendhunterstatic.com/logos/createthefuture.png,,Sedonna
7/1/2024 16:08:45,https://drive.google.com/open?id=1PrIgbTYdtJPBRHD_AEw9h-tzN2EloN5j,https://www.semrush.com/,,Semrush,200,Semrush ensures marketing professionals always have time for creativity and experiments while we take care of data.,"Advertising, Consumer, Media and Entertainment, Retail and CPG, Technology",,,,Subscription Service,Global,Both - most common,Subscription,"API, CSV, Excel XLS, PDF, JSON",Service Provider,Digital Marketing Analytics ,,,Sedonna
7/1/2024 16:57:50,https://drive.google.com/open?id=1k4FApRiOHUEEeHT9V4DQbnuczqJS2a6W,https://www.qgis.org/en/site/#,,QGIS,12,A Free and Open Source Geographic Information System.,"Geospatial, Technology","geographic coordinates, Geospatial information",https://creativecommons.org/licenses/by-sa/3.0/,https://www.qgis.org/en/site/forusers/index.html,Unknown,Global,Both - most common,Free,"CSV, SQL,  GeoTiff, WMS",Service Provider,Geospatial,https://www.qgis.org/en/site/#,"QGIS is a free Geographic platform, and user need to download platform for using data.",Caitlin
